city_ascii,lat,lng,country,iso2,iso3,population
Pader,3.05,33.2167,Uganda,UG,UGA,
Yardimli,38.9206,48.2372,Azerbaijan,AZ,AZE,
Agago,2.8338,33.3336,Uganda,UG,UGA,
Fuzuli,39.6003,47.1431,Azerbaijan,AZ,AZE,
Bulisa,2.1178,31.4116,Uganda,UG,UGA,
Amudat,1.95,34.95,Uganda,UG,UGA,
Nabilatuk,2.0525,34.5734,Uganda,UG,UGA,
Qabala,40.9825,47.8491,Azerbaijan,AZ,AZE,
Napak,2.2514,34.2501,Uganda,UG,UGA,
Rustavi,42.2897,43.8543,Georgia,GE,GEO,
Kuacjok,8.31,27.99,"South Sudan",SS,SSD,
"Ed Daein",11.4672,26.1317,Sudan,SD,SDN,
Kiryandongo,1.8763,32.0622,Uganda,UG,UGA,
Hargeysa,9.56,44.065,Somalia,SO,SOM,
Cabrayil,39.4,47.0261,Azerbaijan,AZ,AZE,
Ijevan,40.8788,45.1485,Armenia,AM,ARM,
"Madinat ash Shamal",26.1293,51.2009,Qatar,QA,QAT,
Samux,40.7649,46.4087,Azerbaijan,AZ,AZE,
Abim,2.7017,33.6761,Uganda,UG,UGA,
Davaci,41.2012,48.9871,Azerbaijan,AZ,AZE,
Qivraq,39.3994,45.1151,Azerbaijan,AZ,AZE,
Otuke,2.5004,33.5007,Uganda,UG,UGA,
Kalbacar,40.1098,46.0445,Azerbaijan,AZ,AZE,
Amuru,2.8139,31.9387,Uganda,UG,UGA,
Susa,39.7601,46.7499,Azerbaijan,AZ,AZE,
Xocavand,39.795,47.1117,Azerbaijan,AZ,AZE,
Sahbuz,39.4072,45.5739,Azerbaijan,AZ,AZE,
"Al Hazm",16.1641,44.7769,Yemen,YE,YEM,
Nakapiripirit,1.9167,34.7833,Uganda,UG,UGA,
Barentu,15.1058,37.5907,Eritrea,ER,ERI,
Burco,9.5221,45.5336,Somalia,SO,SOM,
Arta,11.5264,42.8519,Djibouti,DJ,DJI,
Kyankwanzi,1.1987,31.8062,Uganda,UG,UGA,
Nwoya,2.6342,32.0011,Uganda,UG,UGA,
Semera,11.7956,41.0086,Ethiopia,ET,ETH,
Ignalina,55.3406,26.1605,Lithuania,LT,LTU,
Xizi,40.9111,49.0694,Azerbaijan,AZ,AZE,
Aglona,56.1327,27.0068,Latvia,LV,LVA,
"El Fula",11.712,28.3462,Sudan,SD,SDN,
Riebini,56.3403,26.7999,Latvia,LV,LVA,
Laascaanood,8.4774,47.3597,Somalia,SO,SOM,
Vecvarkava,56.1984,26.5081,Latvia,LV,LVA,
Baltinava,56.9439,27.644,Latvia,LV,LVA,
Cibla,56.5498,27.8837,Latvia,LV,LVA,
Ceerigaabo,10.6162,47.3679,Somalia,SO,SOM,
Rugaji,57.0033,27.1337,Latvia,LV,LVA,
"Debre Zeyit",8.75,38.9833,Ethiopia,ET,ETH,99928
Zelenodol'sk,55.85,48.5167,Russia,RU,RUS,99491
Reyhanli,36.2692,36.5672,Turkey,TR,TUR,98534
Bafra,41.5682,35.9069,Turkey,TR,TUR,97452
Dovzhansk,48.0846,39.6516,Ukraine,UA,UKR,95153
Aliaga,38.7998,26.972,Turkey,TR,TUR,95392
Sarov,54.9333,43.3167,Russia,RU,RUS,95388
"Nahiyat al Karmah",33.3997,43.9089,Iraq,IQ,IRQ,95000
Gatchina,59.5667,30.1333,Russia,RU,RUS,94447
Michurinsk,52.8922,40.4928,Russia,RU,RUS,93330
Marmaris,36.8564,28.2711,Turkey,TR,TUR,94247
Menderes,38.254,27.134,Turkey,TR,TUR,93796
Voskresensk,55.3167,38.6833,Russia,RU,RUS,93565
Mikhaylovsk,45.1283,42.0256,Russia,RU,RUS,93658
Hadera,32.45,34.9167,Israel,IL,ISR,91707
Samalut,28.3,30.7167,Egypt,EG,EGY,91475
"Velikiye Luki",56.35,30.5167,Russia,RU,RUS,91435
Maladzyechna,54.3136,26.8517,Belarus,BY,BLR,91900
"Modi`in Makkabbim Re`ut",31.9339,34.9856,Israel,IL,ISR,90013
"Ma`arrat an Nu`man",35.6433,36.6683,Syria,SY,SYR,90000
Hosa'ina,7.5504,37.85,Ethiopia,ET,ETH,89300
Kamensk-Shakhtinskiy,48.3167,40.2667,Russia,RU,RUS,88997
"Qal`at Bishah",20.0087,42.5987,"Saudi Arabia",SA,SAU,88291
Sinjar,36.3208,41.8764,Iraq,IQ,IRQ,88023
Ceylanpinar,36.9194,39.905,Turkey,TR,TUR,87684
"Ad Diwem",13.9904,32.3,Sudan,SD,SDN,87068
Qaracuxur,40.3969,49.9733,Azerbaijan,AZ,AZE,85900
Gubkin,51.2833,37.55,Russia,RU,RUS,86780
Shchekino,54.0143,37.5143,Russia,RU,RUS,86088
Yeysk,46.7106,38.2778,Russia,RU,RUS,85760
Kineshma,57.45,42.15,Russia,RU,RUS,83871
Tire,38.0833,27.7333,Turkey,TR,TUR,84457
"Al Hayy",32.1742,46.0433,Iraq,IQ,IRQ,82900
Azov,47.1,39.4167,Russia,RU,RUS,80721
Anapa,44.8944,37.3167,Russia,RU,RUS,81447
"Bani Mazar",28.5,30.8,Egypt,EG,EGY,79553
Polatsk,55.4833,28.8,Belarus,BY,BLR,81000
"Albu Kamal",34.4504,40.9186,Syria,SY,SYR,80808
Svyetlahorsk,52.6333,29.7333,Belarus,BY,BLR,80700
"Tall `Afar",36.3792,42.4497,Iraq,IQ,IRQ,80000
Balad,34.0147,44.1456,Iraq,IQ,IRQ,80000
Yalta,44.4994,34.1553,Ukraine,UA,UKR,79458
Salmas,38.2,44.7667,Iran,IR,IRN,79560
Yenakiieve,48.2311,38.2053,Ukraine,UA,UKR,79348
Klin,56.3339,36.7125,Russia,RU,RUS,79387
Aligudarz,33.4006,49.6947,Iran,IR,IRN,78690
Vyborg,60.7092,28.7442,Russia,RU,RUS,78457
Manbij,36.5333,37.95,Syria,SY,SYR,78255
Kropotkin,45.4333,40.5667,Russia,RU,RUS,78149
Bor,56.3603,44.0592,Russia,RU,RUS,78063
Armant,25.6167,32.5333,Egypt,EG,EGY,76457
Zhlobin,52.9,30.0333,Belarus,BY,BLR,77600
Bakhmut,48.6044,38.0067,Ukraine,UA,UKR,75798
Soke,37.7512,27.4103,Turkey,TR,TUR,77341
Gelendzhik,44.5608,38.0767,Russia,RU,RUS,77212
"Al Musayyib",32.7786,44.29,Iraq,IQ,IRQ,76454
Balashov,51.55,43.1667,Russia,RU,RUS,76776
Shostka,51.8657,33.4766,Ukraine,UA,UKR,76788
Jablah,35.3597,35.9214,Syria,SY,SYR,75505
Stakhanov,48.5472,38.6361,Ukraine,UA,UKR,75745
Berdychiv,49.8919,28.6,Ukraine,UA,UKR,76229
Lod,31.95,34.9,Israel,IL,ISR,75700
Dubna,56.75,37.15,Russia,RU,RUS,75144
Bonab,37.3403,46.0561,Iran,IR,IRN,75332
Gode,5.95,43.45,Ethiopia,ET,ETH,75000
Nizhyn,51.05,31.9,Ukraine,UA,UKR,73283
Cinar,37.7256,40.4147,Turkey,TR,TUR,74207
"Mineral'nyye Vody",44.2008,43.1125,Russia,RU,RUS,74141
Kostiantynivka,48.5333,37.7167,Ukraine,UA,UKR,72888
Yegoryevsk,55.3667,39.0167,Russia,RU,RUS,73766
Takestan,36.0694,49.6958,Iran,IR,IRN,73625
Kirovo-Chepetsk,58.55,50.0167,Russia,RU,RUS,72071
Tatvan,38.5066,42.2816,Turkey,TR,TUR,73222
Tokar,18.4333,37.7333,Sudan,SD,SDN,73202
Chapayevsk,52.9833,49.7167,Russia,RU,RUS,72778
Vsevolozhsk,60.016,30.6663,Russia,RU,RUS,72864
"Kawm Umbu",24.4667,32.95,Egypt,EG,EGY,71596
Izmayil,45.35,28.8333,Ukraine,UA,UKR,71594
Novomoskovs'k,48.6328,35.2239,Ukraine,UA,UKR,70749
Chekhov,55.1481,37.4769,Russia,RU,RUS,70548
"Bur Fu'ad",31.2314,32.3253,Egypt,EG,EGY,70417
Smila,49.2167,31.8667,Ukraine,UA,UKR,68536
Rosetta,31.4014,30.4194,Egypt,EG,EGY,68947
"Az Zubaydiyah",32.7588,45.1773,Iraq,IQ,IRQ,70000
Oshnaviyeh,37.0397,45.0983,Iran,IR,IRN,70030
Isna,25.2933,32.5564,Egypt,EG,EGY,68656
"Nova Kakhovka",46.7667,33.3667,Ukraine,UA,UKR,69280
"Sosnovyy Bor",59.9,29.1,Russia,RU,RUS,68013
Say'un,15.943,48.7873,Yemen,YE,YEM,68747
"Al Ahmadi",29.0769,48.0838,Kuwait,KW,KWT,68763
Dmitrov,56.35,37.5333,Russia,RU,RUS,68792
Hihya,30.6687,31.5904,Egypt,EG,EGY,66702
Feodosiya,45.0489,35.3792,Ukraine,UA,UKR,67993
"Ash Shihr",14.7608,49.6069,Yemen,YE,YEM,68313
Kstovo,56.1517,44.1956,Russia,RU,RUS,67874
Islahiye,37.0264,36.6322,Turkey,TR,TUR,67674
Vidnoye,55.55,37.7,Russia,RU,RUS,66158
Gukovo,48.05,39.9333,Russia,RU,RUS,64869
Urla,38.3222,26.7647,Turkey,TR,TUR,66360
Stupino,54.8869,38.0772,Russia,RU,RUS,66341
Slavyansk-na-Kubani,45.2586,38.1247,Russia,RU,RUS,66285
Sodo,6.9,37.75,Ethiopia,ET,ETH,65737
Zarechnyy,53.2,45.1667,Russia,RU,RUS,65156
"Pavlovskiy Posad",55.7833,38.65,Russia,RU,RUS,65432
Korosten,50.95,28.65,Ukraine,UA,UKR,63525
Halabjah,35.1833,45.9833,Iraq,IQ,IRQ,65200
Pokrovsk,48.2833,37.1833,Ukraine,UA,UKR,63437
Bucak,37.4592,30.595,Turkey,TR,TUR,64943
Donskoy,53.9667,38.3167,Russia,RU,RUS,63631
Rafha,29.6202,43.4948,"Saudi Arabia",SA,SAU,64755
Rahat,31.3925,34.7544,Israel,IL,ISR,64462
"Bandar-e Genaveh",29.5833,50.5167,Iran,IR,IRN,64110
Nawa,32.8833,36.05,Syria,SY,SYR,63676
"At Tall",33.6103,36.3106,Syria,SY,SYR,63554
Klintsy,52.7528,32.2361,Russia,RU,RUS,62936
Budennovsk,44.7833,44.15,Russia,RU,RUS,62495
Volsk,52.05,47.3833,Russia,RU,RUS,63212
"Novaya Balakhna",56.4943,43.5944,Russia,RU,RUS,63083
Caldiran,39.1419,43.9139,Turkey,TR,TUR,63013
Mut,36.6458,33.4375,Turkey,TR,TUR,62853
Rossosh,50.1983,39.5672,Russia,RU,RUS,62827
Borisoglebsk,51.3667,42.0833,Russia,RU,RUS,62669
Kotlas,61.25,46.65,Russia,RU,RUS,61805
Boryspil',50.35,30.95,Ukraine,UA,UKR,62281
Tuapse,44.1,39.0833,Russia,RU,RUS,62269
Chistopol,55.3648,50.6407,Russia,RU,RUS,62200
Naro-Fominsk,55.3833,36.7333,Russia,RU,RUS,62002
Derik,37.3644,40.2689,Turkey,TR,TUR,61830
"Ar Rastan",34.9167,36.7333,Syria,SY,SYR,61176
Slutsk,53.0167,27.55,Belarus,BY,BLR,61700
Rubizhne,49.0167,38.3667,Ukraine,UA,UKR,59951
Uzunkopru,41.2669,26.6875,Turkey,TR,TUR,61485
Nahariyya,33.0036,35.0925,Israel,IL,ISR,60000
Druzhkivka,48.6203,37.5278,Ukraine,UA,UKR,59400
Rzhev,56.2656,34.3276,Russia,RU,RUS,59422
Bor,37.8833,34.5667,Turkey,TR,TUR,60335
Labinsk,44.6333,40.7333,Russia,RU,RUS,60164
Urus-Martan,43.1224,45.5366,Russia,RU,RUS,59954
Shuya,56.85,41.3667,Russia,RU,RUS,58114
Prokhladnyy,43.7575,44.0297,Russia,RU,RUS,57883
Aleksandrov,56.3936,38.715,Russia,RU,RUS,59328
Bilhorod-Dnistrovs'kyy,46.1833,30.3333,Ukraine,UA,UKR,57210
Mikhaylovka,50.0667,43.2333,Russia,RU,RUS,57829
Izberbash,42.5667,47.8667,Russia,RU,RUS,58690
Kas,36.2018,29.6377,Turkey,TR,TUR,58600
Sirvan,39.9319,48.9203,Azerbaijan,AZ,AZE,58253
Tikhvin,59.6333,33.5,Russia,RU,RUS,58136
Aleksin,54.5,37.0667,Russia,RU,RUS,57892
Narva,59.3792,28.2006,Estonia,EE,EST,57130
Tikhoretsk,45.85,40.1167,Russia,RU,RUS,57771
Pavlovo,55.9619,43.09,Russia,RU,RUS,57630
Ejmiatsin,40.1728,44.2925,Armenia,AM,ARM,57500
Salsk,46.4833,41.5333,Russia,RU,RUS,57622
Irpin',50.5167,30.25,Ukraine,UA,UKR,56806
Krymsk,44.9333,38,Russia,RU,RUS,57229
Ribnita,47.7664,29.0006,Moldova,MD,MDA,56988
Hassa,36.8,36.53,Turkey,TR,TUR,56409
Antratsyt,48.1167,39.0833,Ukraine,UA,UKR,54640
Lozova,48.8892,36.3161,Ukraine,UA,UKR,55827
"Khan Shaykhun",35.4419,36.6508,Syria,SY,SYR,55843
Volzhsk,55.8667,48.35,Russia,RU,RUS,54519
Gus'-Khrustal'nyy,55.6167,40.65,Russia,RU,RUS,54533
"Umm Ruwaba",12.9058,31.2156,Sudan,SD,SDN,55742
Apatity,67.5675,33.3933,Russia,RU,RUS,55713
"Qiryat Gat",31.6061,34.7717,Israel,IL,ISR,55000
Sertolovo,60.15,30.2,Russia,RU,RUS,54497
Kotka,60.4667,26.9458,Finland,FI,FIN,54319
Hashtpar,37.7992,48.9053,Iran,IR,IRN,54178
Zhigulevsk,53.4,49.5,Russia,RU,RUS,53407
Shali,43.15,45.9,Russia,RU,RUS,53807
Liski,50.9822,39.4994,Russia,RU,RUS,53897
Bijar,35.8741,47.5937,Iran,IR,IRN,53871
Enerhodar,47.4989,34.6558,Ukraine,UA,UKR,53567
Gudermes,43.35,46.1,Russia,RU,RUS,52908
Vyksa,55.3194,42.1731,Russia,RU,RUS,53219
"Horishni Plavni",49.0107,33.6562,Ukraine,UA,UKR,52167
"An Nabk",34.025,36.7344,Syria,SY,SYR,52502
Vyazma,55.2103,34.285,Russia,RU,RUS,52506
Belorechensk,44.7667,39.8667,Russia,RU,RUS,52082
Timashevsk,45.6167,38.9333,Russia,RU,RUS,51925
Solnechnogorsk,56.1844,36.995,Russia,RU,RUS,51612
Uzlovaya,53.9791,38.1601,Russia,RU,RUS,51358
Severomorsk,69.0692,33.4167,Russia,RU,RUS,51209
Tadmur,34.56,38.2672,Syria,SY,SYR,51323
Kirishi,59.45,32.0167,Russia,RU,RUS,50885
Kizlyar,43.85,46.7167,Russia,RU,RUS,49247
Kulu,39.0901,33.0807,Turkey,TR,TUR,50667
Shakhtarsk,48.0333,38.4833,Ukraine,UA,UKR,49482
Borovichi,58.4,33.9167,Russia,RU,RUS,50144
Roslavl,53.9492,32.8569,Russia,RU,RUS,50112
Gogrial,8.5337,28.1167,"South Sudan",SS,SSD,50065
Sardasht,36.1553,45.4789,Iran,IR,IRN,50000
Xankandi,39.8153,46.7519,Azerbaijan,AZ,AZE,49848
Ramhormoz,31.2783,49.6064,Iran,IR,IRN,49822
Berber,18.017,33.9833,Sudan,SD,SDN,49556
Okhtyrka,50.3074,34.9016,Ukraine,UA,UKR,47971
"Al Mayadin",35.0208,40.4533,Syria,SY,SYR,48922
Kozlu,41.4333,31.75,Turkey,TR,TUR,48381
Matay,28.4167,30.7833,Egypt,EG,EGY,46903
Tubarjal,30.5,38.2167,"Saudi Arabia",SA,SAU,48525
Kurganinsk,44.8833,40.6,Russia,RU,RUS,48439
`Akko,32.9261,35.0839,Israel,IL,ISR,47675
Marhanets',47.648,34.6167,Ukraine,UA,UKR,47141
Beypazari,40.1703,31.9211,Turkey,TR,TUR,48274
Brianka,48.5133,38.6431,Ukraine,UA,UKR,47512
Finike,36.3,30.15,Turkey,TR,TUR,48131
Donetsk,48.3369,39.9449,Russia,RU,RUS,47770
Kashira,54.8333,38.15,Russia,RU,RUS,48016
Golpayegan,33.4536,50.2883,Iran,IR,IRN,47849
Dila,6.4104,38.31,Ethiopia,ET,ETH,47021
Poti,42.15,41.6667,Georgia,GE,GEO,47149
"Vyshniy Volochek",57.5913,34.5645,Russia,RU,RUS,46908
"Al Majma`ah",25.9039,45.3456,"Saudi Arabia",SA,SAU,47743
Snizhne,48.0167,38.7667,Ukraine,UA,UKR,47259
`Amuda,37.1042,40.93,Syria,SY,SYR,47580
Livny,52.4253,37.6083,Russia,RU,RUS,47221
Azna,33.4539,49.455,Iran,IR,IRN,47489
Kingisepp,59.3667,28.6,Russia,RU,RUS,47313
Yabrud,33.9672,36.6572,Syria,SY,SYR,47136
"Al Qusayr",34.5089,36.5797,Syria,SY,SYR,46772
Fastiv,50.0747,29.9181,Ukraine,UA,UKR,45907
Lubny,50.0186,32.9869,Ukraine,UA,UKR,45786
Gryazi,52.5,39.9333,Russia,RU,RUS,46492
Torzhok,57.0333,34.9667,Russia,RU,RUS,45641
Bajil,15.0583,43.285,Yemen,YE,YEM,46005
Aksay,47.2667,39.8667,Russia,RU,RUS,46018
Haymana,39.4311,32.4956,Turkey,TR,TUR,45931
Rada`,14.4295,44.8341,Yemen,YE,YEM,45233
Svitlovods'k,49.0833,33.25,Ukraine,UA,UKR,45312
Ruzayevka,54.0667,44.95,Russia,RU,RUS,45248
`Afula,32.6078,35.2897,Israel,IL,ISR,44930
"Zhovti Vody",48.35,33.5167,Ukraine,UA,UKR,44766
Kimry,56.8667,37.35,Russia,RU,RUS,44743
Yatagan,37.3425,28.1393,Turkey,TR,TUR,44940
Rasskazovo,52.6667,41.8833,Russia,RU,RUS,43758
Volkhov,59.9167,32.35,Russia,RU,RUS,44868
"Jisr ash Shughur",35.8,36.3167,Syria,SY,SYR,44322
Seferhisar,38.1975,26.8388,Turkey,TR,TUR,44526
Tiberias,32.7897,35.5247,Israel,IL,ISR,44200
Abovyan,40.2739,44.6256,Armenia,AM,ARM,44400
Dikili,39.071,26.8902,Turkey,TR,TUR,44172
Krasnodon,48.3,39.7333,Ukraine,UA,UKR,43683
Yartsevo,55.0667,32.6833,Russia,RU,RUS,44097
Voluntari,44.4925,26.1914,Romania,RO,ROU,42944
Baniyas,35.1822,35.9403,Syria,SY,SYR,43151
"Ad Dir`iyah",24.7333,46.5756,"Saudi Arabia",SA,SAU,43269
Takab,36.4008,47.1131,Iran,IR,IRN,43702
Of,40.945,40.2644,Turkey,TR,TUR,43499
"Et Taiyiba",32.2667,35,Israel,IL,ISR,43100
Cesme,38.32,26.3053,Turkey,TR,TUR,43489
Sawakin,19.1,37.3333,Sudan,SD,SDN,43337
Kemer,36.6,30.55,Turkey,TR,TUR,43226
"Al Wajh",26.2324,36.4636,"Saudi Arabia",SA,SAU,43237
Kolchugino,56.2992,39.3831,Russia,RU,RUS,43089
"Qiryat Yam",32.8331,35.0664,Israel,IL,ISR,40700
Shebekino,50.4167,36.9,Russia,RU,RUS,42465
"Dayr Mawas",27.6414,30.8494,Egypt,EG,EGY,40640
Shepetivka,50.1833,27.0667,Ukraine,UA,UKR,41415
Qazyan,39.2015,46.415,Azerbaijan,AZ,AZE,42288
Safonovo,55.1,33.25,Russia,RU,RUS,42147
Monchegorsk,67.9394,32.9156,Russia,RU,RUS,42099
Sarab,37.9408,47.5367,Iran,IR,IRN,42057
Korenovsk,45.4667,39.45,Russia,RU,RUS,42019
"Qiryat Mozqin",32.8381,35.0794,Israel,IL,ISR,40160
"Bayt al Faqih",14.5167,43.3167,Yemen,YE,YEM,41652
Mozdok,43.75,44.65,Russia,RU,RUS,41728
Podilsk,47.7419,29.535,Ukraine,UA,UKR,40155
Yakacik,36.75,36.2167,Turkey,TR,TUR,41409
"Ihnasya al Madinah",29.0856,30.9344,Egypt,EG,EGY,40001
Karabulak,43.3,44.9,Russia,RU,RUS,41469
Erzin,36.9539,36.2022,Turkey,TR,TUR,41368
Temryuk,45.2667,37.3833,Russia,RU,RUS,41133
Vyshneve,50.3833,30.3667,Ukraine,UA,UKR,40919
Novozybkov,52.5333,31.9333,Russia,RU,RUS,39725
Romny,50.7428,33.4879,Ukraine,UA,UKR,40316
Pereslavl'-Zalesskiy,56.7381,38.8562,Russia,RU,RUS,39105
Bayindir,38.2192,27.6481,Turkey,TR,TUR,40584
"Al Qa`idah",13.7569,44.1392,Yemen,YE,YEM,39254
"Belaya Kalitva",48.1667,40.7833,Russia,RU,RUS,40275
Mtsensk,53.2833,36.5667,Russia,RU,RUS,38350
Tutayev,57.8833,39.5333,Russia,RU,RUS,40154
"Ad Dilam",23.9934,47.1643,"Saudi Arabia",SA,SAU,40114
Baksan,43.6833,43.5333,Russia,RU,RUS,38192
Jayrud,33.8072,36.7403,Syria,SY,SYR,39903
Apsheronsk,44.4608,39.7406,Russia,RU,RUS,39762
Novodvinsk,64.4167,40.8167,Russia,RU,RUS,38434
Pokrov,47.6632,34.0811,Ukraine,UA,UKR,39497
"Al Malikiyah",37.1781,42.1403,Syria,SY,SYR,39000
Kurchatov,51.6667,35.65,Russia,RU,RUS,38344
Rtishchevo,52.25,43.7833,Russia,RU,RUS,39005
Vasyl'kiv,50.1775,30.3217,Ukraine,UA,UKR,37696
Pervomaisk,48.6333,38.5167,Ukraine,UA,UKR,38801
Faraskur,31.3298,31.7151,Egypt,EG,EGY,36850
Dzhankoy,45.7086,34.3933,Ukraine,UA,UKR,38714
Abinsk,44.8667,38.1667,Russia,RU,RUS,38547
Daraw,24.4003,32.9306,Egypt,EG,EGY,38400
Uryupinsk,50.8,42.0167,Russia,RU,RUS,37620
Khalkhal,37.6189,48.5258,Iran,IR,IRN,38521
Konakovo,56.7129,36.7783,Russia,RU,RUS,38486
Alekseyevka,50.6333,38.6833,Russia,RU,RUS,38329
"Krasnyy Sulin",47.8833,40.0667,Russia,RU,RUS,38284
Lyudinovo,53.8667,34.4667,Russia,RU,RUS,38267
Zavolzhye,56.6425,43.3928,Russia,RU,RUS,38230
Izobil'nyy,45.3667,41.7167,Russia,RU,RUS,38100
Argun,43.3,45.8667,Russia,RU,RUS,37373
Akhtubinsk,48.2833,46.1667,Russia,RU,RUS,37883
Emirdag,39.0197,31.15,Turkey,TR,TUR,37817
"Al Qaryatayn",34.2294,37.2406,Syria,SY,SYR,37820
Ma`arratmisrin,36.0114,36.6717,Syria,SY,SYR,37490
Kalinkavichy,52.1333,29.3333,Belarus,BY,BLR,37700
Frolovo,49.7714,43.6622,Russia,RU,RUS,36951
Tosno,59.54,30.8775,Russia,RU,RUS,37509
"Goryachiy Klyuch",44.6308,39.13,Russia,RU,RUS,37475
Malgobek,43.5167,44.5833,Russia,RU,RUS,37442
"Yirga `Alem",6.7504,38.41,Ethiopia,ET,ETH,36292
Holubivske,48.6375,38.6433,Ukraine,UA,UKR,36388
Koryazhma,61.3,47.1667,Russia,RU,RUS,36607
Masyaf,35.0653,36.3421,Syria,SY,SYR,37109
Kizilyurt,43.2,46.8667,Russia,RU,RUS,37171
Protvino,54.8667,37.2167,Russia,RU,RUS,35807
Yasynuvata,48.1167,37.8333,Ukraine,UA,UKR,35303
Beslan,43.1833,44.5333,Russia,RU,RUS,37029
Netishyn,50.33,26.64,Ukraine,UA,UKR,36921
Sokol,59.4667,40.1167,Russia,RU,RUS,36924
Kohtla-Jarve,59.4,27.2833,Estonia,EE,EST,35928
`Afrin,36.5119,36.8694,Syria,SY,SYR,36562
Kinel,53.2333,50.6167,Russia,RU,RUS,35675
Selcuk,37.95,27.3667,Turkey,TR,TUR,36360
"Ma`alot Tarshiha",33.0167,35.2708,Israel,IL,ISR,36000
Zhmerynka,49.0425,28.0992,Ukraine,UA,UKR,34537
Smarhon',54.4836,26.4,Belarus,BY,BLR,36300
"At Turrah",32.6368,35.99,Jordan,JO,JOR,34948
Avdiivka,48.1333,37.75,Ukraine,UA,UKR,34938
Kamenka,53.1833,44.05,Russia,RU,RUS,35929
Vyazniki,56.2433,42.1292,Russia,RU,RUS,35865
Toretsk,48.4,37.8333,Ukraine,UA,UKR,34378
Zefat,32.9658,35.4983,Israel,IL,ISR,35700
Tallkalakh,34.6683,36.2597,Syria,SY,SYR,35445
"Dayr Hafir",36.1592,37.704,Syria,SY,SYR,35409
Svetlograd,45.3308,42.8511,Russia,RU,RUS,35745
Boyarka,50.3292,30.2886,Ukraine,UA,UKR,35411
Gurpinar,38.3269,43.4133,Turkey,TR,TUR,35663
Kilimli,41.4833,31.8333,Turkey,TR,TUR,35323
Savonlinna,61.8667,28.8831,Finland,FI,FIN,35523
Yayladagi,35.9025,36.0603,Turkey,TR,TUR,35460
Vichuga,57.2,41.9167,Russia,RU,RUS,34394
Millerovo,48.9167,40.4,Russia,RU,RUS,35384
Luga,58.7333,29.85,Russia,RU,RUS,35262
Voznesens'k,47.5725,31.3119,Ukraine,UA,UKR,35243
Yarim,14.2978,44.3778,Yemen,YE,YEM,34805
Yefremov,53.1492,38.0826,Russia,RU,RUS,35168
Tamra,32.8511,35.2071,Israel,IL,ISR,34000
Qadsayya,33.5333,36.2167,Syria,SY,SYR,33571
"Sarpol-e Zahab",34.4614,45.8647,Iran,IR,IRN,34632
Zelenokumsk,44.4,43.867,Russia,RU,RUS,34690
Gulkevichi,45.3603,40.6945,Russia,RU,RUS,34215
Bogorodsk,56.0997,43.5072,Russia,RU,RUS,34240
"Shahin Dezh",36.6792,46.5667,Iran,IR,IRN,34204
Valuyki,50.1833,38.1167,Russia,RU,RUS,34193
Furmanov,57.25,41.1,Russia,RU,RUS,33905
Luuq,3.8005,42.55,Somalia,SO,SOM,33820
Gimbi,9.1667,35.8333,Ethiopia,ET,ETH,31809
Belen,36.4917,36.1917,Turkey,TR,TUR,33540
Teykovo,56.85,40.55,Russia,RU,RUS,32511
"Vyatskiye Polyany",56.2184,51.0686,Russia,RU,RUS,32562
Ayvacik,39.6011,26.4047,Turkey,TR,TUR,33568
Slobodskoy,58.7242,50.1612,Russia,RU,RUS,32793
Hlukhiv,51.6765,33.9078,Ukraine,UA,UKR,33478
Navodari,44.3208,28.6125,Romania,RO,ROU,32981
Obukhiv,50.1,30.6167,Ukraine,UA,UKR,33204
Dimona,31.07,35.03,Israel,IL,ISR,33258
Shatura,55.5667,39.5333,Russia,RU,RUS,33222
Sarikaya,39.4936,35.3769,Turkey,TR,TUR,33010
Safita,34.8208,36.1173,Syria,SY,SYR,32213
Nurlat,54.4333,50.8,Russia,RU,RUS,32703
Ostrogozhsk,50.8667,39.0667,Russia,RU,RUS,32601
Kulebaki,55.4167,42.5167,Russia,RU,RUS,32518
Slantsy,59.1167,28.0833,Russia,RU,RUS,32508
Mohyliv-Podil's'kyy,48.45,27.7833,Ukraine,UA,UKR,30982
"Ra's Gharib",28.3597,33.0775,Egypt,EG,EGY,32318
Primorsko-Akhtarsk,46.05,38.1833,Russia,RU,RUS,32180
Mirnyy,62.7603,40.3353,Russia,RU,RUS,32175
Novovoronezh,51.3167,39.2167,Russia,RU,RUS,31503
Uglich,57.5333,38.3333,Russia,RU,RUS,32146
Yuzhne,46.6222,31.1008,Ukraine,UA,UKR,32100
Serdobsk,52.4667,44.2167,Russia,RU,RUS,32087
Sakhnin,32.8667,35.3,Israel,IL,ISR,31100
I`zaz,36.5888,37.0441,Syria,SY,SYR,31534
Buzovna,40.5167,50.1167,Azerbaijan,AZ,AZE,31500
"Velikiy Ustyug",60.7589,46.3039,Russia,RU,RUS,31806
Kasimov,54.9583,41.3972,Russia,RU,RUS,30243
Kotovsk,52.5833,41.5,Russia,RU,RUS,29999
Marks,51.7,46.75,Russia,RU,RUS,31488
Kostopil',50.8833,26.4431,Ukraine,UA,UKR,31463
Netivot,31.4167,34.5833,Israel,IL,ISR,31314
"Al Husayniyah",30.8611,31.9198,Egypt,EG,EGY,30825
Kandalaksha,67.1569,32.4117,Russia,RU,RUS,31329
Buurhakaba,2.7837,44.0833,Somalia,SO,SOM,31267
Bogoroditsk,53.7667,38.1333,Russia,RU,RUS,31139
